ALFABETA;PRINCIPIO ACTIVO;MARCA COMERCIAL;PRESENTACION;LABORATORIO;PVP PAMI AL 02/12/2025;COBERTURA;IMPORTE AFILIADO;AHORRO TOTAL;RANGO DE COBERTURA
26499;calcio,carbonato+vit.d3;CALCIO BASE DUPOMAR D3 200;comp.x 60;Siegfried;$ 15.793,13;40%;$ 9.475,88;$ 6.317,25;BAJA
17764;calcio,carbonato+vit.d3;CALCIO BASE DUPOMAR D;comp.x 60;Siegfried;$ 16.136,34;40%;$ 9.681,80;$ 6.454,54;BAJA
35847;calcio,citrato+vit.d3;CALCIO CITRATO DUPOMAR D3 400;comp.mast.x 30;Siegfried;$ 10.593,60;40%;$ 6.356,16;$ 4.237,44;BAJA
35846;calcio,citrato+vit.d3;CALCIO CITRATO DUPOMAR D3 200;comp.mast.x 30;Siegfried;$ 8.914,38;40%;$ 5.348,63;$ 3.565,75;BAJA
25681;calcio,citrato+vit.d3;CALCIO CITRATO DUPOMAR D3 400;comp.mast.x 60;Siegfried;$ 18.057,83;40%;$ 10.834,70;$ 7.223,13;BAJA
24005;calcio,citrato+vit.d3;CALCIO CITRATO DUPOMAR D3 200;comp.mast.x 60;Siegfried;$ 16.611,86;40%;$ 9.967,12;$ 6.644,74;BAJA
54009;calcio,lactogluconato+calcio,car;CALCIO BASE EFERVESCENTE;comp.eferv.x 30;Siegfried;$ 12.610,30;40%;$ 7.566,18;$ 5.044,12;BAJA
7483;calcitriol;CALCITRIOL;0.25 mcg c�ps.x 30;Siegfried;$ 19.731,83;60%;$ 7.892,73;$ 11.839,10;MEDIA
44591;carvedilol;DILATREND AP;10 mg c�ps.x 30;Siegfried;$ 11.516,04;60%;$ 4.606,42;$ 6.909,62;MEDIA
18289;carvedilol;DILATREND;12.5 mg comp.ran.x 28;Siegfried;$ 12.538,25;60%;$ 5.015,30;$ 7.522,95;MEDIA
53951;carvedilol;DILATREND;12.5 mg comp.ran.x 30;Siegfried;$ 13.097,64;60%;$ 5.239,06;$ 7.858,58;MEDIA
45851;carvedilol;DILATREND;12.5 mg comp.ran.x 56;Siegfried;$ 17.457,02;60%;$ 6.982,81;$ 10.474,21;MEDIA
44592;carvedilol;DILATREND AP;20 mg c�ps.x 30;Siegfried;$ 17.552,85;60%;$ 7.021,14;$ 10.531,71;MEDIA
10556;carvedilol;DILATREND;25 mg comp.ran.x 28;Siegfried;$ 14.760,22;60%;$ 5.904,09;$ 8.856,13;MEDIA
53952;carvedilol;DILATREND;25 mg comp.ran.x 30;Siegfried;$ 15.287,59;60%;$ 6.115,04;$ 9.172,55;MEDIA
45852;carvedilol;DILATREND;25 mg comp.ran.x 56;Siegfried;$ 22.187,57;60%;$ 8.875,03;$ 13.312,54;MEDIA
45075;carvedilol;DILATREND;3.125 mg comp.ran.x 28;Siegfried;$ 5.377,71;60%;$ 2.151,08;$ 3.226,63;MEDIA
53949;carvedilol;DILATREND;3.125 mg comp.ran.x 30;Siegfried;$ 5.562,82;60%;$ 2.225,13;$ 3.337,69;MEDIA
44593;carvedilol;DILATREND AP;40 mg c�ps.x 30;Siegfried;$ 22.750,30;60%;$ 9.100,12;$ 13.650,18;MEDIA
43438;carvedilol;DILATREND;50 mg comp.ran.x 28;Siegfried;$ 19.287,72;60%;$ 7.715,09;$ 11.572,63;MEDIA
18961;carvedilol;DILATREND;6.25 mg comp.ran.x 28;Siegfried;$ 9.788,13;60%;$ 3.915,25;$ 5.872,88;MEDIA
53950;carvedilol;DILATREND;6.25 mg comp.ran.x 30;Siegfried;$ 10.158,62;60%;$ 4.063,45;$ 6.095,17;MEDIA
45850;carvedilol;DILATREND;6.25 mg comp.ran.x 56;Siegfried;$ 12.836,51;60%;$ 5.134,60;$ 7.701,91;MEDIA
44594;carvedilol;DILATREND AP;80 mg c�ps.x 30;Siegfried;$ 27.043,82;60%;$ 10.817,53;$ 16.226,29;MEDIA
45076;carvedilol+hidroclorotiazida;DILATREND D;25/12.5 mg comp.ran.x 28;Siegfried;$ 15.921,05;50%;$ 7.960,53;$ 7.960,52;MEDIA
5535;cefadroxilo;CEFACAR;1000 mg comp.x 16;Siegfried;$ 32.657,62;60%;$ 13.063,05;$ 19.594,57;MEDIA
429;cefadroxilo;CEFACAR;1000 mg comp.x 8;Siegfried;$ 16.793,20;60%;$ 6.717,28;$ 10.075,92;MEDIA
428;cefadroxilo;CEFACAR;500 mg comp.x 16;Siegfried;$ 18.684,95;60%;$ 7.473,98;$ 11.210,97;MEDIA
427;cefadroxilo;CEFACAR;500 mg comp.x 8;Siegfried;$ 9.706,50;60%;$ 3.882,60;$ 5.823,90;MEDIA
41603;cefalexina;CEFALEXINA ARGENTIA DUO;1 g comp. x 14;Siegfried;$ 21.356,09;60%;$ 8.542,44;$ 12.813,65;MEDIA
437;cefalexina;CEFALEXINA ARGENTIA DUO;1 g comp. x 16;Siegfried;$ 20.924,26;60%;$ 8.369,70;$ 12.554,56;MEDIA
435;cefalexina;CEFALEXINA ARGENTIA;500 mg comp.x 16;Siegfried;$ 11.021,58;60%;$ 4.408,63;$ 6.612,95;MEDIA
13167;cefalexina;CEFALEXINA ARGENTIA;500 mg comp.x 24;Siegfried;$ 14.687,96;60%;$ 5.875,18;$ 8.812,78;MEDIA
32068;cefalexina;CEFALEXINA ARGENTIA;500 mg comp.x 8;Siegfried;$ 6.347,79;60%;$ 2.539,12;$ 3.808,67;MEDIA
5605;cefalexina;CEFALEXINA ARGENTIA;500 mg susp.x 120 ml;Siegfried;$ 14.043,99;60%;$ 5.617,60;$ 8.426,39;MEDIA
5601;cefalexina;CEFALEXINA ARGENTIA;500 mg susp.x 90 ml;Siegfried;$ 11.068,18;60%;$ 4.427,27;$ 6.640,91;MEDIA
41604;cefalexina;CEFALEXINA ARGENTIA DUO;750 mg susp.x 90 ml;Siegfried;$ 12.757,93;60%;$ 5.103,17;$ 7.654,76;MEDIA
48516;ceftriaxona;ACANTEX;1 g IM f.a.x 1;Siegfried;$ 22.157,94;60%;$ 8.863,18;$ 13.294,76;MEDIA
48556;ceftriaxona;ACANTEX;1 g IV f.a.x 1;Siegfried;$ 15.681,75;60%;$ 6.272,70;$ 9.409,05;MEDIA
48557;ceftriaxona;ACANTEX;2 g IV f.a.x 1;Siegfried;$ 30.855,87;60%;$ 12.342,35;$ 18.513,52;MEDIA
48555;ceftriaxona;ACANTEX;500 mg IM f.a.x 1;Siegfried;$ 8.932,26;60%;$ 3.572,90;$ 5.359,36;MEDIA
56957;cetirizina;ALIDIAL;comp.rec.x 10;Siegfried;$ 8.558,55;40%;$ 5.135,13;$ 3.423,42;BAJA
56958;cetirizina;ALIDIAL;comp.rec.x 30;Siegfried;$ 16.343,01;40%;$ 9.805,81;$ 6.537,20;BAJA
6335;ciprofloxacina;ARGEFLOX;500 mg comp.x 10;Siegfried;$ 16.135,69;60%;$ 6.454,28;$ 9.681,41;MEDIA
25748;ciprofloxacina;ARGEFLOX;500 mg comp.x 20;Siegfried;$ 29.293,71;60%;$ 11.717,48;$ 17.576,23;MEDIA
22402;cistina+asoc.;MEGAPLUS;sob.monodosis x 30;Siegfried;$ 31.315,09;40%;$ 18.789,05;$ 12.526,04;BAJA
39783;claritromicina;QUOTAL;125 mg/5 ml susp.x 70 ml;Siegfried;$ 12.176,81;60%;$ 4.870,72;$ 7.306,09;MEDIA
39784;claritromicina;QUOTAL;250 mg/5 ml susp.x 70 ml;Siegfried;$ 25.148,80;60%;$ 10.059,52;$ 15.089,28;MEDIA
39782;claritromicina;QUOTAL;500 mg comp.rec.x 16;Siegfried;$ 27.878,26;60%;$ 11.151,30;$ 16.726,96;MEDIA
39976;claritromicina;QUOTAL UD;comp.rec.acc.prol.x 8;Siegfried;$ 14.958,60;60%;$ 5.983,44;$ 8.975,16;MEDIA
53412;claritromicina+ambroxol;QUOTAL MUC;500/60 mg comp.rec.x 16;Siegfried;$ 30.232,90;50%;$ 15.116,45;$ 15.116,45;MEDIA
1287;clindamicina;CLINTOPIC;loc.x 30 ml;Siegfried;$ 2.964,82;60%;$ 1.185,93;$ 1.778,89;MEDIA
44511;clobetasol;CLOBESOL;cr.x 20 g;Siegfried;$ 14.437,45;40%;$ 8.662,47;$ 5.774,98;BAJA
12085;clobetasol;CLOBESOL;cr.x 30 g;Siegfried;$ 21.020,94;40%;$ 12.612,56;$ 8.408,38;BAJA
48213;clobetasol;CLOBESOL;espuma x 100 g;Siegfried;$ 29.603,41;40%;$ 17.762,05;$ 11.841,36;BAJA
1288;clobetasol;CLOBESOL;ung.x 15 g;Siegfried;$ 11.796,70;40%;$ 7.078,02;$ 4.718,68;BAJA
1669;clobetasona;EUMOVATE;cr.x 15 g;Siegfried;$ 1.687,73;50%;$ 843,87;$ 843,86;MEDIA
20139;clotrimazol;IKOLAN;1% cr.x 25 g;Siegfried;$ 2.620,67;40%;$ 1.572,40;$ 1.048,27;BAJA
2042;clotrimazol;MICOMAZOL;cr.derm.x 30 g;Siegfried;$ 11.689,29;40%;$ 7.013,57;$ 4.675,72;BAJA
45410;condroit�n,sulfato+glucosamina;GLUCO ARRUMALON DUO;c�ps.x 60;Siegfried;$ 56.325,72;40%;$ 33.795,43;$ 22.530,29;BAJA
38674;condroit�n,sulfato+glucosamina;GLUCO ARRUMALON DUO;sob.x 30;Siegfried;$ 89.570,68;40%;$ 53.742,41;$ 35.828,27;BAJA
35740;desloratadina;HEXALER;5 mg comp.rec.x 14;Siegfried;$ 11.697,81;40%;$ 7.018,69;$ 4.679,12;BAJA
35739;desloratadina;HEXALER;5 mg comp.rec.x 7;Siegfried;$ 6.574,38;40%;$ 3.944,63;$ 2.629,75;BAJA
35738;desloratadina;HEXALER;jbe.x 60 ml;Siegfried;$ 11.006,35;40%;$ 6.603,81;$ 4.402,54;BAJA
42348;desloratadina+betametasona;HEXALER CORT;comp.rec.x 10;Siegfried;$ 10.611,49;40%;$ 6.366,89;$ 4.244,60;BAJA
42349;desloratadina+betametasona;HEXALER CORT;jbe.x 60 ml;Siegfried;$ 12.593,91;40%;$ 7.556,35;$ 5.037,56;BAJA
41724;desloratadina+pseudoefedrina;HEXALER PLUS;c�ps.lib.prol.x 10;Siegfried;$ 9.739,36;40%;$ 5.843,62;$ 3.895,74;BAJA
49642;dexametasona;DECADRON;0.5 mg comp.x 30;Siegfried;$ 16.433,46;50%;$ 8.216,73;$ 8.216,73;MEDIA
50467;dexametasona;DECADRON;4mg/ml f.a.x2ml+jga.desc;Siegfried;$ 15.519,80;50%;$ 7.759,90;$ 7.759,90;MEDIA
34007;dexametasona;DECADRON AL;8mg/ml f.a.x1 x 2ml+jga.;Siegfried;$ 8.588,40;50%;$ 4.294,20;$ 4.294,20;MEDIA
50798;dexametasona;DUO DECADRON;f.a.x 1 x 2 ml+jga.desc.;Siegfried;$ 26.639,26;50%;$ 13.319,63;$ 13.319,63;MEDIA
5371;dexametasona;DECADRON;shock 20 mg f.a.x 5 ml;Siegfried;$ 15.201,81;50%;$ 7.600,91;$ 7.600,90;MEDIA
28402;dexketoprofeno;ENANTYUM;25 mg comp.x 20;Siegfried;$ 15.202,79;50%;$ 7.601,40;$ 7.601,39;MEDIA
29099;dexketoprofeno;ENANTYUM;25 mg comp.x 40;Siegfried;$ 25.501,71;50%;$ 12.750,86;$ 12.750,85;MEDIA
33647;dexketoprofeno;ENANTYUM;50 mg/2 ml iny.a.x 6;Siegfried;$ 18.681,42;50%;$ 9.340,71;$ 9.340,71;MEDIA
30573;dexketoprofeno;ENANTYUM;gel x 60 g;Siegfried;$ 13.311,69;50%;$ 6.655,85;$ 6.655,84;MEDIA
26975;diazepam;VALIUM;10 mg a.x 5 x 2 ml;Siegfried;$ 11.612,51;50%;$ 5.806,26;$ 5.806,25;MEDIA
18322;diazepam;VALIUM;10 mg comp.x 30;Siegfried;$ 9.404,06;50%;$ 4.702,03;$ 4.702,03;MEDIA
4661;diazepam;VALIUM;10 mg comp.x 50;Siegfried;$ 13.816,33;50%;$ 6.908,17;$ 6.908,16;MEDIA
7570;diazepam;VALIUM;5 mg comp.x 20;Siegfried;$ 4.014,20;50%;$ 2.007,10;$ 2.007,10;MEDIA
17548;diazepam;VALIUM;5 mg comp.x 30;Siegfried;$ 7.130,23;50%;$ 3.565,12;$ 3.565,11;MEDIA
18744;diazepam;VALIUM;5 mg comp.x 60;Siegfried;$ 10.407,14;50%;$ 5.203,57;$ 5.203,57;MEDIA
14269;diclofenac pot�sico;VESALION;75 mg iny.a.x 6 x 3 ml;Siegfried;$ 16.370,07;40%;$ 9.822,04;$ 6.548,03;BAJA
57470;diclofenac pot�sico+paracetamol;ARTRO RED;comp.rec.x 20;Siegfried;$ 20.569,33;40%;$ 12.341,60;$ 8.227,73;BAJA
26137;diclofenac pot�sico+paracetamol;VESALION GESIC;comp.x 15;Siegfried;$ 11.004,48;40%;$ 6.602,69;$ 4.401,79;BAJA
28487;diclofenac s�dico;DICLAC;150 mg comp.rapirtd.x 10;Siegfried;$ 12.213,90;40%;$ 7.328,34;$ 4.885,56;BAJA
28825;diclofenac s�dico;DICLAC;150 mg comp.rapirtd.x 20;Siegfried;$ 23.939,58;40%;$ 14.363,75;$ 9.575,83;BAJA
34226;diclofenac s�dico;DICLAC;150 mg comp.rapirtd.x 5;Siegfried;$ 2.823,07;40%;$ 1.693,84;$ 1.129,23;BAJA
29518;diclofenac s�dico;DICLAC;75 mg comp.rapirtd.x 10;Siegfried;$ 3.155,18;40%;$ 1.893,11;$ 1.262,07;BAJA
29519;diclofenac s�dico;DICLAC;75 mg comp.rapirtd.x 20;Siegfried;$ 5.250,66;40%;$ 3.150,40;$ 2.100,26;BAJA
30268;diclofenac s�dico;VESALION;75 mg comp.x 15;Siegfried;$ 18.167,33;40%;$ 10.900,40;$ 7.266,93;BAJA
14266;diclofenac s�dico;VESALION;75 mg comp.x 30;Siegfried;$ 32.640,14;40%;$ 19.584,08;$ 13.056,06;BAJA
18539;diclofenac+pridinol;VESALION FLEX;comp.x 30;Siegfried;$ 13.568,21;40%;$ 8.140,93;$ 5.427,28;BAJA
14271;diclofenac+vit.b12+betametasona;VESALION B12;comp.x 15;Siegfried;$ 19.190,14;40%;$ 11.514,08;$ 7.676,06;BAJA
39828;diclofenac+vit.b12+betametasona;VESALION B12;iny.x 3;Siegfried;$ 16.476,87;40%;$ 9.886,12;$ 6.590,75;BAJA
48618;diosmina+hesperidina micronizada;JATAMANSIN PLUS;comp.x 30;Siegfried;$ 23.952,74;40%;$ 14.371,64;$ 9.581,10;BAJA
48619;diosmina+hesperidina micronizada;JATAMANSIN PLUS;comp.x 60;Siegfried;$ 46.426,62;40%;$ 27.855,97;$ 18.570,65;BAJA
49641;domperidona;MOPERIDONA;comp.x 20;Siegfried;$ 8.571,53;50%;$ 4.285,77;$ 4.285,76;MEDIA
8396;domperidona;MOPERIDONA;gts.x 20 ml;Siegfried;$ 6.407,87;50%;$ 3.203,94;$ 3.203,93;MEDIA
12102;domperidona+bromazepam+simetic.;VEGESTABIL DIGEST;comp.x 20;Siegfried;$ 15.092,31;40%;$ 9.055,39;$ 6.036,92;BAJA
13318;domperidona+bromazepam+simetic.;VEGESTABIL DIGEST;comp.x 50;Siegfried;$ 33.270,31;40%;$ 19.962,19;$ 13.308,12;BAJA
49643;domperidona+simeticona;MOPERIDONA AF;comp.x 30;Siegfried;$ 31.017,98;40%;$ 18.610,79;$ 12.407,19;BAJA
50108;domperidona+simeticona;MOPERIDONA AF;gts.x 20 ml;Siegfried;$ 13.903,21;40%;$ 8.341,93;$ 5.561,28;BAJA
23502;doxiciclina;DOXIBIOT;100 mg comp.x 10;Siegfried;$ 1.935,82;60%;$ 774,33;$ 1.161,49;MEDIA
23503;doxiciclina;DOXIBIOT;100 mg comp.x 20;Siegfried;$ 3.877,56;60%;$ 1.551,02;$ 2.326,54;MEDIA
