ALFABETA;PRINCIPIO ACTIVO;MARCA COMERCIAL;PRESENTACION;LABORATORIO;PVP PAMI AL 02/12/2025;COBERTURA;IMPORTE AFILIADO;AHORRO TOTAL;RANGO DE COBERTURA
48930;quetiapina;QUETIAZIC XR;400mg comp.acc.prol.x 30;Adium;$ 222.732,08;50%;$ 111.366,04;$ 111.366,04;MEDIA
48927;quetiapina;QUETIAZIC XR;50 mg comp.acc.prol.x 30;Adium;$ 107.486,74;50%;$ 53.743,37;$ 53.743,37;MEDIA
36613;risperidona;DOZIC;0.5 mg comp.ran.x 20;Adium;$ 7.333,04;50%;$ 3.666,52;$ 3.666,52;MEDIA
30965;risperidona;DOZIC;1 mg comp.ran.x 20;Adium;$ 12.109,44;50%;$ 6.054,72;$ 6.054,72;MEDIA
32777;risperidona;DOZIC;1 mg comp.ran.x 60;Adium;$ 25.933,65;50%;$ 12.966,83;$ 12.966,82;MEDIA
30966;risperidona;DOZIC;2 mg comp.ran.x 20;Adium;$ 24.024,54;50%;$ 12.012,27;$ 12.012,27;MEDIA
32778;risperidona;DOZIC;2 mg comp.ran.x 60;Adium;$ 67.459,01;50%;$ 33.729,51;$ 33.729,50;MEDIA
30967;risperidona;DOZIC;3 mg comp.ran.x 20;Adium;$ 31.401,81;50%;$ 15.700,91;$ 15.700,90;MEDIA
32779;risperidona;DOZIC;3 mg comp.ran.x 60;Adium;$ 92.818,30;50%;$ 46.409,15;$ 46.409,15;MEDIA
57784;rivaroxab�n;XAROBAN;10 mg x 10 comp.rec.;Adium;$ 49.560,03;50%;$ 24.780,02;$ 24.780,01;MEDIA
57785;rivaroxab�n;XAROBAN;10 mg x 30 comp.rec.;Adium;$ 100.027,43;50%;$ 50.013,72;$ 50.013,71;MEDIA
57780;rivaroxab�n;XAROBAN;15 mg x 15 comp.rec.;Adium;$ 57.302,87;50%;$ 28.651,44;$ 28.651,43;MEDIA
57781;rivaroxab�n;XAROBAN;15 mg x 30 comp.rec.;Adium;$ 99.296,05;50%;$ 49.648,03;$ 49.648,02;MEDIA
57778;rivaroxab�n;XAROBAN;2.5 mg x 30 comp.rec.;Adium;$ 55.534,23;50%;$ 27.767,12;$ 27.767,11;MEDIA
57779;rivaroxab�n;XAROBAN;2.5 mg x 60 comp.rec;Adium;$ 106.168,39;50%;$ 53.084,20;$ 53.084,19;MEDIA
57782;rivaroxab�n;XAROBAN;20 mg x 15 comp.rec.;Adium;$ 57.690,20;50%;$ 28.845,10;$ 28.845,10;MEDIA
57783;rivaroxab�n;XAROBAN;20 mg x 30 comp.rec.;Adium;$ 103.931,86;50%;$ 51.965,93;$ 51.965,93;MEDIA
56218;rivastigmina;REMIZERAL PARCHES;13.3 mg parches x 30;Adium;$ 88.617,57;50%;$ 44.308,79;$ 44.308,78;MEDIA
56216;rivastigmina;REMIZERAL PARCHES;4.6 mg parches x 30;Adium;$ 81.464,09;50%;$ 40.732,05;$ 40.732,04;MEDIA
56217;rivastigmina;REMIZERAL PARCHES;9.5 mg parches x 30;Adium;$ 81.464,09;50%;$ 40.732,05;$ 40.732,04;MEDIA
59530;sacubitrilo+valsart�n;DUPERTAN;100 mg comp.rec.x 30;Adium;$ 89.001,63;80%;$ 17.800,33;$ 71.201,30;ALTA
59531;sacubitrilo+valsart�n;DUPERTAN;100 mg comp.rec.x 60;Adium;$ 175.911,18;80%;$ 35.182,24;$ 140.728,94;ALTA
59532;sacubitrilo+valsart�n;DUPERTAN;200 mg comp.rec.x 60;Adium;$ 184.329,76;80%;$ 36.865,95;$ 147.463,81;ALTA
59529;sacubitrilo+valsart�n;DUPERTAN;50 mg comp.rec.x 30;Adium;$ 84.475,66;80%;$ 16.895,13;$ 67.580,53;ALTA
41636;sertralina;ATENIX;100 mg comp.ran.x 30;Adium;$ 44.352,39;50%;$ 22.176,20;$ 22.176,19;MEDIA
26875;sertralina;ATENIX;25 mg comp.ran.x 30;Adium;$ 9.809,37;50%;$ 4.904,69;$ 4.904,68;MEDIA
19916;sertralina;ATENIX;50 mg comp.ran.x 30;Adium;$ 26.915,31;50%;$ 13.457,66;$ 13.457,65;MEDIA
20681;sertralina;ATENIX;50 mg comp.ran.x 60;Adium;$ 44.193,53;50%;$ 22.096,77;$ 22.096,76;MEDIA
13164;simvastatin;REDUSTEROL;10 mg comp.x 30;Adium;$ 23.865,63;80%;$ 4.773,13;$ 19.092,50;ALTA
14602;simvastatin;REDUSTEROL;20 mg comp.x 30;Adium;$ 30.239,96;80%;$ 6.047,99;$ 24.191,97;ALTA
15214;simvastatin;REDUSTEROL;40 mg comp.x 30;Adium;$ 27.277,82;80%;$ 5.455,56;$ 21.822,26;ALTA
22374;tamsulosina;REDUPROST;0.4 mg c�ps.x 30;Adium;$ 39.313,92;50%;$ 19.656,96;$ 19.656,96;MEDIA
43795;tamsulosina;REDUPROST;0.4 mg c�ps.x 60;Adium;$ 65.296,83;50%;$ 32.648,42;$ 32.648,41;MEDIA
59607;terbinafina;LIKANA;250 mg comp.x 14;Adium;$ 18.136,75;50%;$ 9.068,38;$ 9.068,37;MEDIA
59608;terbinafina;LIKANA;250 mg comp.x 28;Adium;$ 35.408,56;50%;$ 17.704,28;$ 17.704,28;MEDIA
32776;topiramato;TOPICTAL;100 mg comp.rec.x 28;Adium;$ 49.598,44;80%;$ 9.919,69;$ 39.678,75;ALTA
41288;topiramato;TOPICTAL;100 mg comp.rec.x 56;Adium;$ 94.367,98;80%;$ 18.873,60;$ 75.494,38;ALTA
32774;topiramato;TOPICTAL;25 mg comp.rec.x 28;Adium;$ 16.695,39;80%;$ 3.339,08;$ 13.356,31;ALTA
41286;topiramato;TOPICTAL;25 mg comp.rec.x 56;Adium;$ 30.043,58;80%;$ 6.008,72;$ 24.034,86;ALTA
32775;topiramato;TOPICTAL;50 mg comp.rec.x 28;Adium;$ 32.054,43;80%;$ 6.410,89;$ 25.643,54;ALTA
41287;topiramato;TOPICTAL;50 mg comp.rec.x 56;Adium;$ 61.739,04;80%;$ 12.347,81;$ 49.391,23;ALTA
57555;tramadol;ULTRAGESIC GOTAS;100 mg/ml gtas. x 10 ml;Adium;$ 17.667,79;50%;$ 8.833,90;$ 8.833,89;MEDIA
57556;tramadol;ULTRAGESIC GOTAS;100 mg/ml gtas. x 20 ml;Adium;$ 28.437,66;50%;$ 14.218,83;$ 14.218,83;MEDIA
57552;tramadol;ULTRAGESIC CB;50 mg c�ps.bl. x 10;Adium;$ 8.223,63;50%;$ 4.111,82;$ 4.111,81;MEDIA
57553;tramadol;ULTRAGESIC CB;50 mg c�ps.bl. x 20;Adium;$ 16.447,33;50%;$ 8.223,67;$ 8.223,66;MEDIA
57554;tramadol;ULTRAGESIC CB;50 mg c�ps.bl. x 30;Adium;$ 23.084,63;50%;$ 11.542,32;$ 11.542,31;MEDIA
52310;tramadol+paracetamol;ULTRAGESIC PLUS;37.5/325 mg comp.x 10;Adium;$ 14.131,42;40%;$ 8.478,85;$ 5.652,57;BAJA
52311;tramadol+paracetamol;ULTRAGESIC PLUS;37.5/325 mg comp.x 20;Adium;$ 26.681,70;40%;$ 16.009,02;$ 10.672,68;BAJA
52312;tramadol+paracetamol;ULTRAGESIC PLUS;37.5/325 mg comp.x 30;Adium;$ 33.711,46;40%;$ 20.226,88;$ 13.484,58;BAJA
35905;valsart�n;ALPERTAN;160 mg comp.rec.x 14;Adium;$ 15.450,47;60%;$ 6.180,19;$ 9.270,28;MEDIA
35906;valsart�n;ALPERTAN;160 mg comp.rec.x 28;Adium;$ 33.976,04;60%;$ 13.590,42;$ 20.385,62;MEDIA
50246;valsart�n;ALPERTAN;320 mg comp.rec.x 28;Adium;$ 36.139,14;60%;$ 14.455,66;$ 21.683,48;MEDIA
35903;valsart�n;ALPERTAN;80 mg comp.rec.x 14;Adium;$ 12.932,33;60%;$ 5.172,93;$ 7.759,40;MEDIA
35904;valsart�n;ALPERTAN;80 mg comp.rec.x 28;Adium;$ 26.314,02;60%;$ 10.525,61;$ 15.788,41;MEDIA
46312;valsart�n+amlodipina;NOSTER;10/160 mg comp.x 28;Adium;$ 40.054,73;50%;$ 20.027,37;$ 20.027,36;MEDIA
46311;valsart�n+amlodipina;NOSTER;5/160 mg comp.x 28;Adium;$ 39.005,90;50%;$ 19.502,95;$ 19.502,95;MEDIA
51771;valsart�n+amlodipina;NOSTER;5/320 mg comp.x 28;Adium;$ 47.634,84;50%;$ 23.817,42;$ 23.817,42;MEDIA
49125;valsart�n+hidrocloroti.+amlodip.;NOSTER D;160/12.5/10 mg comp.x 28;Adium;$ 50.535,06;50%;$ 25.267,53;$ 25.267,53;MEDIA
49124;valsart�n+hidrocloroti.+amlodip.;NOSTER D;160/12.5/5 mg comp.x 28;Adium;$ 50.535,06;50%;$ 25.267,53;$ 25.267,53;MEDIA
51770;valsart�n+hidrocloroti.+amlodip.;NOSTER D;320/25/10 mg comp.x 28;Adium;$ 56.320,30;50%;$ 28.160,15;$ 28.160,15;MEDIA
43288;valsart�n+hidroclorotiazida;ALPERTAN D;160/12.5 mg comp.rec.x28;Adium;$ 28.010,91;50%;$ 14.005,46;$ 14.005,45;MEDIA
53344;valsart�n+hidroclorotiazida;ALPERTAN D;320/12.5 mg comp.rec.x28;Adium;$ 37.119,44;50%;$ 18.559,72;$ 18.559,72;MEDIA
53345;valsart�n+hidroclorotiazida;ALPERTAN D;320/25 mg comp.rec.x28;Adium;$ 37.794,59;50%;$ 18.897,30;$ 18.897,29;MEDIA
43287;valsart�n+hidroclorotiazida;ALPERTAN D;80/12.5 mg comp.rec.x 28;Adium;$ 25.125,38;50%;$ 12.562,69;$ 12.562,69;MEDIA
56706;vildagliptin;VILZER;50 mg comp.x 30;Adium;$ 35.605,25;100%;$ 0,00;$ 35.605,25;ALTA
56707;vildagliptin;VILZER;50 mg comp.x 60;Adium;$ 67.924,25;100%;$ 0,00;$ 67.924,25;ALTA
56712;vildagliptin+metformina;VILZERMET;50/1000 mg comp.x 30;Adium;$ 48.214,36;100%;$ 0,00;$ 48.214,36;ALTA
56713;vildagliptin+metformina;VILZERMET;50/1000 mg comp.x 60;Adium;$ 89.287,60;100%;$ 0,00;$ 89.287,60;ALTA
56708;vildagliptin+metformina;VILZERMET;50/500 mg comp.x 30;Adium;$ 41.548,87;100%;$ 0,00;$ 41.548,87;ALTA
56709;vildagliptin+metformina;VILZERMET;50/500 mg comp.x 60;Adium;$ 77.397,75;100%;$ 0,00;$ 77.397,75;ALTA
56710;vildagliptin+metformina;VILZERMET;50/850 mg comp.x 30;Adium;$ 40.324,02;100%;$ 0,00;$ 40.324,02;ALTA
56711;vildagliptin+metformina;VILZERMET;50/850 mg comp.x 60;Adium;$ 78.289,02;100%;$ 0,00;$ 78.289,02;ALTA
53169;vit.d3;DEBLAX;c�ps.bl.x 1;Adium;$ 13.050,42;40%;$ 7.830,25;$ 5.220,17;BAJA
53170;vit.d3;DEBLAX;c�ps.bl.x 2;Adium;$ 18.672,83;40%;$ 11.203,70;$ 7.469,13;BAJA
13179;vit.e;ETEC 1000;c�ps.blandas x 30;Adium;$ 45.526,57;40%;$ 27.315,94;$ 18.210,63;BAJA
15385;vit.e;ETEC 1000;c�ps.blandas x 60;Adium;$ 79.689,52;40%;$ 47.813,71;$ 31.875,81;BAJA
163;atropina,sulfato;ALCON ATROPINA 1%;1% sol.oft.x 5 ml;Alcon;$ 12.169,84;50%;$ 6.084,92;$ 6.084,92;MEDIA
174;nafazolina+feniramina;MIRUS;sol.oft.x 15 ml;Alcon;$ 10.748,80;50%;$ 5.374,40;$ 5.374,40;MEDIA
35520;polietilenglicol+propilenglicol;SYSTANE;drop tainer fco.x 15 ml;Alcon;$ 24.562,74;50%;$ 12.281,37;$ 12.281,37;MEDIA
47668;polietilenglicol+propilenglicol;SYSTANE GEL EN GOTAS;gel oft.en gotas x 10 ml;Alcon;$ 25.241,62;50%;$ 12.620,81;$ 12.620,81;MEDIA
44216;polietilenglicol+propilenglicol;SYSTANE ULTRA;sol.oft.est�ril x 10 ml;Alcon;$ 24.562,74;50%;$ 12.281,37;$ 12.281,37;MEDIA
61265;polietilenglicol+propilenglicol+;SYSTANE HIDRATACION SP;sol.oft.est�ril x 10 ml;Alcon;$ 24.562,75;50%;$ 12.281,38;$ 12.281,37;MEDIA
140;proparaca�na;ANESTALCON;fco.x 15 ml;Alcon;$ 11.510,13;50%;$ 5.755,07;$ 5.755,06;MEDIA
46655;propilenglicol;SYSTANE BALANCE;sol.oft.est�ril x 10 ml;Alcon;$ 25.241,62;50%;$ 12.620,81;$ 12.620,81;MEDIA
56594;propilenglicol;SYSTANE COMPLETE;sol.oft.x 10 ml;Alcon;$ 24.562,75;50%;$ 12.281,38;$ 12.281,37;MEDIA
62972;propilenglicol;SYSTANE COMPLETE SP;sol.oft.x 10 ml;Alcon;$ 24.562,75;50%;$ 12.281,38;$ 12.281,37;MEDIA
138;tropicamida;ALCON MYDRIL;1% sol.oft.x 5 ml;Alcon;$ 12.325,62;50%;$ 6.162,81;$ 6.162,81;MEDIA
46381;adapaleno;SINAC;0.3% gel x 30 g;Andr�maco;$ 31.930,82;50%;$ 15.965,41;$ 15.965,41;MEDIA
299;betametasona+gentamic.+miconazol;MACRIL;cr.x 20 g;Andr�maco;$ 19.348,23;40%;$ 11.608,94;$ 7.739,29;BAJA
39726;betametasona+salic�lico,�c.;BETASALIC;loc.x 40 ml;Andr�maco;$ 19.604,25;40%;$ 11.762,55;$ 7.841,70;BAJA
33250;betametasona+salic�lico,�c.;BETASALIC;ung.x 15 g;Andr�maco;$ 16.469,17;40%;$ 9.881,50;$ 6.587,67;BAJA
17036;butamirato,citrato;TALASA NF;jbe.x 120 ml;Andr�maco;$ 14.799,53;50%;$ 7.399,77;$ 7.399,76;MEDIA
23212;clobetasol;SALAC;cr.x 20 g;Andr�maco;$ 20.720,79;40%;$ 12.432,47;$ 8.288,32;BAJA
50120;clobetasol;SALAC;cr.x 30 g;Andr�maco;$ 29.173,99;40%;$ 17.504,39;$ 11.669,60;BAJA
23213;clobetasol;SALAC;loc.x 40 ml;Andr�maco;$ 30.651,56;40%;$ 18.390,94;$ 12.260,62;BAJA
43829;clobetasol;SALAC;shamp.x 140 ml;Andr�maco;$ 45.004,41;40%;$ 27.002,65;$ 18.001,76;BAJA
23211;clobetasol;SALAC;ung.x 20 g;Andr�maco;$ 18.322,42;40%;$ 10.993,45;$ 7.328,97;BAJA
48143;fluconazol;FLUPEC;150 mg comp.x 2;Andr�maco;$ 16.071,34;50%;$ 8.035,67;$ 8.035,67;MEDIA
48144;fluconazol;FLUPEC;150 mg comp.x 4;Andr�maco;$ 28.643,61;50%;$ 14.321,81;$ 14.321,80;MEDIA
48145;fluconazol;FLUPEC;150 mg comp.x 8;Andr�maco;$ 49.114,77;50%;$ 24.557,39;$ 24.557,38;MEDIA
42663;fus�dico,�c.;ACIFUSIN;cr.x 15 g;Andr�maco;$ 14.361,96;60%;$ 5.744,78;$ 8.617,18;MEDIA
42665;fus�dico,�c.+betametasona;ACIFUSIN B;cr.x 15 g;Andr�maco;$ 26.008,09;40%;$ 15.604,85;$ 10.403,24;BAJA
38925;hidrocortisona;DEMACORT;cr.x 15 g;Andr�maco;$ 9.568,50;50%;$ 4.784,25;$ 4.784,25;MEDIA
50965;hidrocortisona+asoc.;HIPOGLOS CON HIDROCORTISONA;pda.x 15 g;Andr�maco;$ 7.217,90;50%;$ 3.608,95;$ 3.608,95;MEDIA
5657;ketoconazol;FITONAL;comp.x 20;Andr�maco;$ 13.572,35;40%;$ 8.143,41;$ 5.428,94;BAJA
5718;ketoconazol;FITONAL;cr.x 30 g;Andr�maco;$ 14.952,76;40%;$ 8.971,66;$ 5.981,10;BAJA
36791;levocetirizina;LEVOMINE;5 mg comp.x 10;Andr�maco;$ 8.864,72;50%;$ 4.432,36;$ 4.432,36;MEDIA
44841;levocetirizina;LEVOMINE;5 mg comp.x 30;Andr�maco;$ 22.578,63;50%;$ 11.289,32;$ 11.289,31;MEDIA
12137;mebendazol;MEBUTAR 200;comp.x 6;Andr�maco;$ 11.436,59;50%;$ 5.718,30;$ 5.718,29;MEDIA
12138;mebendazol;MEBUTAR 200;susp.x 30 ml;Andr�maco;$ 12.951,19;50%;$ 6.475,60;$ 6.475,59;MEDIA
302;mebendazol+tinidazol;MEBUTAR COMPUESTO;comp.rec.x 6;Andr�maco;$ 10.764,14;50%;$ 5.382,07;$ 5.382,07;MEDIA
32780;mebendazol+tinidazol;MEBUTAR COMPUESTO;pvo.susp.oral x 18 g;Andr�maco;$ 12.223,66;50%;$ 6.111,83;$ 6.111,83;MEDIA
19976;miconazol;DERALBINE;cr.x 40 g;Andr�maco;$ 15.404,92;40%;$ 9.242,95;$ 6.161,97;BAJA
19978;miconazol;DERALBINE;loc.x 40 ml;Andr�maco;$ 16.540,87;40%;$ 9.924,52;$ 6.616,35;BAJA
26902;miconazol;DERALBINE;pvo.en spray x 90 g;Andr�maco;$ 28.275,25;40%;$ 16.965,15;$ 11.310,10;BAJA
19977;miconazol;DERALBINE;pvo.x 40 g;Andr�maco;$ 17.482,08;40%;$ 10.489,25;$ 6.992,83;BAJA
304;naproxeno;NAPRUX;250 mg comp.x 20;Andr�maco;$ 15.113,45;40%;$ 9.068,07;$ 6.045,38;BAJA
22867;naproxeno;NAPRUX;250 mg comp.x 50;Andr�maco;$ 32.568,00;40%;$ 19.540,80;$ 13.027,20;BAJA
636;naproxeno;NAPRUX;500 mg comp.x 20;Andr�maco;$ 30.523,24;40%;$ 18.313,94;$ 12.209,30;BAJA
38821;naproxeno;NAPRUX;500 mg comp.x 50;Andr�maco;$ 66.064,55;40%;$ 39.638,73;$ 26.425,82;BAJA
41754;naproxeno;NAPRUX RAPID;550 mg comp.rec.ran.x 10;Andr�maco;$ 15.524,82;40%;$ 9.314,89;$ 6.209,93;BAJA
41755;naproxeno;NAPRUX RAPID;550 mg comp.rec.ran.x 20;Andr�maco;$ 30.660,92;40%;$ 18.396,55;$ 12.264,37;BAJA
40274;naproxeno+carisoprodol;NAPRUX DISTEN;comp.x 10;Andr�maco;$ 11.097,05;50%;$ 5.548,53;$ 5.548,52;MEDIA
40275;naproxeno+carisoprodol;NAPRUX DISTEN;comp.x 30;Andr�maco;$ 32.101,62;50%;$ 16.050,81;$ 16.050,81;MEDIA
49541;salic�lico,�c.+asoc.;ACNOXIN;loc.x 140 ml;Andr�maco;$ 18.182,72;50%;$ 9.091,36;$ 9.091,36;MEDIA
49916;salic�lico,�c.+asoc.;ACNOXIN;spray x 140 ml;Andr�maco;$ 22.184,49;50%;$ 11.092,25;$ 11.092,24;MEDIA
42664;sodio,fusidato;ACIFUSIN;ung.x 15 g;Andr�maco;$ 12.339,57;60%;$ 4.935,83;$ 7.403,74;MEDIA
15129;tretino�na+asoc.;HIDROSAM T;0.025% env.x 20 g;Andr�maco;$ 28.483,24;50%;$ 14.241,62;$ 14.241,62;MEDIA
15130;tretino�na+asoc.;HIDROSAM T;0.050% env.x 20 g;Andr�maco;$ 29.979,03;50%;$ 14.989,52;$ 14.989,51;MEDIA
24660;tretino�na+asoc.;HIDROSAM T;0.100% env.x 20 g;Andr�maco;$ 33.716,64;50%;$ 16.858,32;$ 16.858,32;MEDIA
4758;vit.a+bencetonio,cl.+asoc.;HIPOGLOS;pda.x 100 g;Andr�maco;$ 29.422,36;40%;$ 17.653,42;$ 11.768,94;BAJA
9422;vit.a+bencetonio,cl.+asoc.;HIPOGLOS;pda.x 50 g;Andr�maco;$ 15.085,32;40%;$ 9.051,19;$ 6.034,13;BAJA
10207;zinc,undecilenato+asoc.;HIPOGLOS CICATRIZANTE;pvo.x 40 g;Andr�maco;$ 14.644,20;50%;$ 7.322,10;$ 7.322,10;MEDIA
30358;alendronato;SILIDRAL 70;70 mg comp.x 4;Ariston;$ 14.777,94;60%;$ 5.911,18;$ 8.866,76;MEDIA
28144;alendronato;MARVIL;70 mg comp.x 4;Ariston;$ 22.120,24;60%;$ 8.848,10;$ 13.272,14;MEDIA
46153;allopurinol;ALLOPURINOL HOUDE;300 mg comp.x 30;Ariston;$ 7.662,89;60%;$ 3.065,16;$ 4.597,73;MEDIA
32127;allopurinol+colchicina;ARTREX RETARD;c�ps.x 20;Ariston;$ 14.595,00;60%;$ 5.838,00;$ 8.757,00;MEDIA
16203;allopurinol+colchicina;ARTREX RETARD;c�ps.x 40;Ariston;$ 20.801,47;60%;$ 8.320,59;$ 12.480,88;MEDIA
8587;arginina;LACORENE;fco.x 200 ml c/dosif.;Ariston;$ 20.929,51;50%;$ 10.464,76;$ 10.464,75;MEDIA
55753;aripiprazol;ARISDAR;10 mg comp.x 30;Ariston;$ 23.488,53;50%;$ 11.744,27;$ 11.744,26;MEDIA
54680;aripiprazol;ARISDAR;15 mg comp.x 30;Ariston;$ 34.890,60;50%;$ 17.445,30;$ 17.445,30;MEDIA
54679;aripiprazol;ARISDAR;5 mg comp.x 30;Ariston;$ 21.815,27;50%;$ 10.907,64;$ 10.907,63;MEDIA
54681;baclofeno;BACLOX;10 mg comp.x 60;Ariston;$ 22.332,75;50%;$ 11.166,38;$ 11.166,37;MEDIA
60101;baclofeno;BACLOX;25 mg comp.x 30;Ariston;$ 27.915,70;50%;$ 13.957,85;$ 13.957,85;MEDIA
11798;butetamato;HELIPHENICOL;susp.x 120 ml;Ariston;$ 9.269,81;50%;$ 4.634,91;$ 4.634,90;MEDIA
48768;butimerina+asoc.;BUTIMERIN;pvo.x 20 g;Ariston;$ 13.659,04;50%;$ 6.829,52;$ 6.829,52;MEDIA
20563;calcio,acetato;ROYEN;500 mg c�ps.x 120;Ariston;$ 337.435,00;40%;$ 202.461,00;$ 134.974,00;BAJA
18981;calcio,carbonato;CALCIONAL;naranja comp.x 60;Ariston;$ 16.423,90;60%;$ 6.569,56;$ 9.854,34;MEDIA
35071;calcio,citrato;CALCIONAL CITRATO;500 mg nja.comp.mast.x30;Ariston;$ 8.843,03;60%;$ 3.537,21;$ 5.305,82;MEDIA
35072;calcio,citrato;CALCIONAL CITRATO;500 mg nja.comp.mast.x60;Ariston;$ 16.291,59;60%;$ 6.516,64;$ 9.774,95;MEDIA
33558;calcio,citrato+vit.d3;CALCIONAL D3;comp.x 30;Ariston;$ 9.077,56;40%;$ 5.446,54;$ 3.631,02;BAJA
53739;calcio,citrato+vit.d3;CALCIONAL D3 400;comp.x 30;Ariston;$ 10.554,51;40%;$ 6.332,71;$ 4.221,80;BAJA
33557;calcio,citrato+vit.d3;CALCIONAL D3;comp.x 60;Ariston;$ 16.305,35;40%;$ 9.783,21;$ 6.522,14;BAJA
53740;calcio,citrato+vit.d3;CALCIONAL D3 400;comp.x 60;Ariston;$ 19.006,28;40%;$ 11.403,77;$ 7.602,51;BAJA
18622;casta�o de indias+asoc.;CASTA�A DE INDIA S.C.;comp.rec.x 30;Ariston;$ 17.114,72;50%;$ 8.557,36;$ 8.557,36;MEDIA
8576;casta�o de indias+asoc.;CASTA�A DE INDIA S.C.;sol.x 30 ml;Ariston;$ 11.373,90;50%;$ 5.686,95;$ 5.686,95;MEDIA
27676;ciprofloxacina;FLORAXINA;gts.oft.x 5 ml;Ariston;$ 6.956,02;60%;$ 2.782,41;$ 4.173,61;MEDIA
56798;clomipramina;CLOMISAL DIVIDOSIS;comp.ran.divids.x 20;Ariston;$ 18.689,66;50%;$ 9.344,83;$ 9.344,83;MEDIA
56799;clomipramina;CLOMISAL DIVIDOSIS;comp.ran.divids.x 30;Ariston;$ 28.034,60;50%;$ 14.017,30;$ 14.017,30;MEDIA
8577;colchicina;COLCHICINA HOUDE;comp.x 20;Ariston;$ 13.327,22;60%;$ 5.330,89;$ 7.996,33;MEDIA
24160;colchicina;COLCHICINA HOUDE;comp.x 60;Ariston;$ 34.895,50;60%;$ 13.958,20;$ 20.937,30;MEDIA
43897;condroit�n,sulfato+glucosamina;OSTATAC DUO;sob.x 30;Ariston;$ 85.278,77;40%;$ 51.167,26;$ 34.111,51;BAJA
33509;dexametasona;DEXATOTAL;4 mg comp.ran.x 10;Ariston;$ 6.656,61;50%;$ 3.328,31;$ 3.328,30;MEDIA
33510;dexametasona;DEXATOTAL;4 mg comp.ran.x 20;Ariston;$ 12.656,90;50%;$ 6.328,45;$ 6.328,45;MEDIA
33511;dexametasona;DEXATOTAL;8 mg comp.ran.x 10;Ariston;$ 14.050,50;50%;$ 7.025,25;$ 7.025,25;MEDIA
48347;dexametasona;DEXATOTAL;8 mg comp.ran.x 20;Ariston;$ 24.952,28;50%;$ 12.476,14;$ 12.476,14;MEDIA
33512;dexametasona;DEXATOTAL;8 mg comp.ran.x 30;Ariston;$ 33.320,68;50%;$ 16.660,34;$ 16.660,34;MEDIA
24424;dexametasona+neomicina+asoc.;NEOSONA 100;gts.oft.x 10 ml;Ariston;$ 9.350,78;50%;$ 4.675,39;$ 4.675,39;MEDIA
24423;dexametasona+neomicina+asoc.;NEOSONA 5;gts.oft.x 10 ml;Ariston;$ 6.498,86;50%;$ 3.249,43;$ 3.249,43;MEDIA
59410;dexlansoprazol;ARIGASTRIL 30;c�ps.x 15;Ariston;$ 19.036,63;40%;$ 11.421,98;$ 7.614,65;BAJA
59412;dexlansoprazol;ARIGASTRIL 60;c�ps.x 15;Ariston;$ 26.677,39;40%;$ 16.006,43;$ 10.670,96;BAJA
59411;dexlansoprazol;ARIGASTRIL 30;c�ps.x 30;Ariston;$ 35.918,04;40%;$ 21.550,82;$ 14.367,22;BAJA
59413;dexlansoprazol;ARIGASTRIL 60;c�ps.x 30;Ariston;$ 51.302,90;40%;$ 30.781,74;$ 20.521,16;BAJA
25982;diclofenac s�dico;NATURA FENAC;gts.oft.x 5 ml;Ariston;$ 10.850,44;40%;$ 6.510,26;$ 4.340,18;BAJA
51320;duloxetina;DUERIX;30mg c�ps.lib.mod.x 14;Ariston;$ 23.310,63;50%;$ 11.655,32;$ 11.655,31;MEDIA
51321;duloxetina;DUERIX;60mg c�ps.lib.mod.x28;Ariston;$ 46.641,74;50%;$ 23.320,87;$ 23.320,87;MEDIA
588;escina+asoc.;VENOSTASIN;gel x 50 g;Ariston;$ 18.000,55;50%;$ 9.000,28;$ 9.000,27;MEDIA
43823;escitalopram;EX3;10 mg comp.x 30;Ariston;$ 28.759,03;50%;$ 14.379,52;$ 14.379,51;MEDIA
43825;escitalopram;EX3;20 mg comp.x 30;Ariston;$ 53.994,02;50%;$ 26.997,01;$ 26.997,01;MEDIA
46249;febuxostat;FEBUXTAT;80 mg comp.ran.x 30;Ariston;$ 61.534,40;50%;$ 30.767,20;$ 30.767,20;MEDIA
11796;fenilefrina+asoc.;ALZATEN DISGRELENT;grag.x 20;Ariston;$ 11.593,02;50%;$ 5.796,51;$ 5.796,51;MEDIA
530;fenilefrina+asoc.;ALZATEN;gts.x 20 ml;Ariston;$ 11.240,90;50%;$ 5.620,45;$ 5.620,45;MEDIA
8573;fenobarbital;ALEPSAL;comp.x 20;Ariston;$ 7.714,99;80%;$ 1.543,00;$ 6.171,99;ALTA
12624;fenobarbital;ALEPSAL;comp.x 60;Ariston;$ 19.048,17;80%;$ 3.809,63;$ 15.238,54;ALTA
37375;finasteride;Q-PROST;5 mg comp.x 30;Ariston;$ 23.682,78;50%;$ 11.841,39;$ 11.841,39;MEDIA
48603;gabapentin;ARAPENTIN;100 mg c�ps.x 30;Ariston;$ 14.846,30;60%;$ 5.938,52;$ 8.907,78;MEDIA
48604;gabapentin;ARAPENTIN;300 mg c�ps.x 30;Ariston;$ 26.637,54;60%;$ 10.655,02;$ 15.982,52;MEDIA
48606;gabapentin;ARAPENTIN;600 mg comp.x 30;Ariston;$ 32.255,63;60%;$ 12.902,25;$ 19.353,38;MEDIA
